id	x	y
2141	46	25
2142	46	26
2143	46	27
2144	46	28
2145	46	29
2146	46	30
2147	46	31
2148	46	32
2149	46	33
2150	46	34
2151	46	35
2152	46	36
2153	46	37
2154	46	38
2155	46	39
2156	46	40
2157	46	41
2158	46	42
2159	46	43
2160	46	44
2161	46	45
2162	46	46
2163	45	46
2164	44	46
2165	43	46
2166	42	46
2167	41	46
2168	40	46
2169	39	46
2170	38	46
2171	37	46
2172	36	46
2173	35	46
2174	34	46
2175	33	46
2176	32	46
2177	31	46
2178	30	46
2179	29	46
2180	28	46
2181	27	46
2182	26	46
2183	25	46
2184	24	46
2185	23	46
2186	22	46
2187	21	46
2188	20	46
2189	19	46
2190	18	46
2191	17	46
2192	16	46
2193	15	46
2194	14	46
2195	13	46
2196	12	46
2197	11	46
2198	10	46
2199	9	46
2200	8	46
2201	7	46
2202	6	46
2203	5	46
2204	4	46
2205	3	46
2206	2	46
2207	1	46
2208	0	46
2209	47	0
2210	47	1
2211	47	2
2212	47	3
2213	47	4
2214	47	5
2215	47	6
2216	47	7
2217	47	8
2218	47	9
2219	47	10
2220	47	11
2221	47	12
2222	47	13
2223	47	14
2224	47	15
2225	47	16
2226	47	17
2227	47	18
2228	47	19
2229	47	20
2230	47	21
2231	47	22
2232	47	23
2233	47	24
2234	47	25
2235	47	26
2236	47	27
2237	47	28
2238	47	29
2239	47	30
2240	47	31
2241	47	32
2242	47	33
2243	47	34
2244	47	35
2245	47	36
2246	47	37
2247	47	38
2248	47	39
2249	47	40
2250	47	41
2251	47	42
2252	47	43
2253	47	44
2254	47	45
2255	47	46
2256	47	47
2257	46	47
2258	45	47
2259	44	47
2260	43	47
2261	42	47
2262	41	47
2263	40	47
2264	39	47
2265	38	47
2266	37	47
2267	36	47
2268	35	47
2269	34	47
2270	33	47
2271	32	47
2272	31	47
2273	30	47
2274	29	47
2275	28	47
2276	27	47
2277	26	47
2278	25	47
2279	24	47
2280	23	47
2281	22	47
2282	21	47
2283	20	47
2284	19	47
2285	18	47
2286	17	47
2287	16	47
2288	15	47
2289	14	47
2290	13	47
2291	12	47
2292	11	47
2293	10	47
2294	9	47
2295	8	47
2296	7	47
2297	6	47
2298	5	47
2299	4	47
2300	3	47
2301	2	47
2302	1	47
2303	0	47
2304	48	0
2305	48	1
2306	48	2
2307	48	3
2308	48	4
2309	48	5
2310	48	6
2311	48	7
2312	48	8
2313	48	9
2314	48	10
2315	48	11
2316	48	12
2317	48	13
2318	48	14
2319	48	15
2320	48	16
2321	48	17
2322	48	18
2323	48	19
2324	48	20
2325	48	21
2326	48	22
2327	48	23
2328	48	24
2329	48	25
2330	48	26
2331	48	27
2332	48	28
2333	48	29
2334	48	30
2335	48	31
2336	48	32
2337	48	33
2338	48	34
2339	48	35
2340	48	36
2341	48	37
2342	48	38
2343	48	39
2344	48	40
2345	48	41
2346	48	42
2347	48	43
2348	48	44
2349	48	45
2350	48	46
2351	48	47
2352	48	48
2353	47	48
2354	46	48
2355	45	48
2356	44	48
2357	43	48
2358	42	48
2359	41	48
2360	40	48
2361	39	48
2362	38	48
2363	37	48
2364	36	48
2365	35	48
2366	34	48
2367	33	48
2368	32	48
2369	31	48
2370	30	48
2371	29	48
2372	28	48
2373	27	48
2374	26	48
2375	25	48
2376	24	48
2377	23	48
2378	22	48
2379	21	48
2380	20	48
2381	19	48
2382	18	48
2383	17	48
2384	16	48
2385	15	48
2386	14	48
2387	13	48
2388	12	48
2389	11	48
2390	10	48
2391	9	48
2392	8	48
2393	7	48
2394	6	48
2395	5	48
2396	4	48
2397	3	48
2398	2	48
2399	1	48
2400	0	48
2401	49	0
2402	49	1
2403	49	2
2404	49	3
2405	49	4
2406	49	5
2407	49	6
2408	49	7
2409	49	8
2410	49	9
2411	49	10
2412	49	11
2413	49	12
2414	49	13
2415	49	14
2416	49	15
2417	49	16
2418	49	17
2419	49	18
2420	49	19
2421	49	20
2422	49	21
2423	49	22
2424	49	23
2425	49	24
2426	49	25
2427	49	26
2428	49	27
2429	49	28
2430	49	29
2431	49	30
2432	49	31
2433	49	32
2434	49	33
2435	49	34
2436	49	35
2437	49	36
2438	49	37
2439	49	38
2440	49	39
2441	49	40
2442	49	41
2443	49	42
2444	49	43
2445	49	44
2446	49	45
2447	49	46
2448	49	47
2449	49	48
2450	49	49
2451	48	49
2452	47	49
2453	46	49
2454	45	49
2455	44	49
2456	43	49
2457	42	49
2458	41	49
2459	40	49
2460	39	49
2461	38	49
2462	37	49
2463	36	49
2464	35	49
2465	34	49
2466	33	49
2467	32	49
2468	31	49
2469	30	49
2470	29	49
2471	28	49
2472	27	49
2473	26	49
2474	25	49
2475	24	49
2476	23	49
2477	22	49
2478	21	49
2479	20	49
2480	19	49
2481	18	49
2482	17	49
2483	16	49
2484	15	49
2485	14	49
2486	13	49
2487	12	49
2488	11	49
2489	10	49
2490	9	49
2491	8	49
2492	7	49
2493	6	49
2494	5	49
2495	4	49
2496	3	49
2497	2	49
2498	1	49
2499	0	49
2500	50	0
2501	50	1
2502	50	2
2503	50	3
2504	50	4
2505	50	5
2506	50	6
2507	50	7
2508	50	8
2509	50	9
2510	50	10
2511	50	11
2512	50	12
2513	50	13
2514	50	14
2515	50	15
2516	50	16
2517	50	17
2518	50	18
2519	50	19
2520	50	20
2521	50	21
2522	50	22
2523	50	23
2524	50	24
2525	50	25
2526	50	26
2527	50	27
2528	50	28
2529	50	29
2530	50	30
2531	50	31
2532	50	32
2533	50	33
2534	50	34
2535	50	35
2536	50	36
2537	50	37
2538	50	38
2539	50	39
2540	50	40
2541	50	41
2542	50	42
2543	50	43
2544	50	44
2545	50	45
2546	50	46
2547	50	47
2548	50	48
2549	50	49
2550	50	50
2551	49	50
2552	48	50
2553	47	50
2554	46	50
2555	45	50
2556	44	50
2557	43	50
2558	42	50
2559	41	50
2560	40	50
2561	39	50
2562	38	50
2563	37	50
2564	36	50
2565	35	50
2566	34	50
2567	33	50
2568	32	50
2569	31	50
2570	30	50
2571	29	50
2572	28	50
2573	27	50
2574	26	50
2575	25	50
2576	24	50
2577	23	50
2578	22	50
2579	21	50
2580	20	50
2581	19	50
2582	18	50
2583	17	50
2584	16	50
2585	15	50
2586	14	50
2587	13	50
2588	12	50
2589	11	50
2590	10	50
2591	9	50
2592	8	50
2593	7	50
2594	6	50
2595	5	50
2596	4	50
2597	3	50
2598	2	50
2599	1	50
2600	0	50
2601	51	0
2602	51	1
2603	51	2
2604	51	3
2605	51	4
2606	51	5
2607	51	6
2608	51	7
2609	51	8
2610	51	9
2611	51	10
2612	51	11
2613	51	12
2614	51	13
2615	51	14
2616	51	15
2617	51	16
2618	51	17
2619	51	18
2620	51	19
2621	51	20
2622	51	21
2623	51	22
2624	51	23
2625	51	24
2626	51	25
2627	51	26
2628	51	27
2629	51	28
2630	51	29
2631	51	30
2632	51	31
2633	51	32
2634	51	33
2635	51	34
2636	51	35
2637	51	36
2638	51	37
2639	51	38
2640	51	39
2641	51	40
2642	51	41
2643	51	42
2644	51	43
2645	51	44
2646	51	45
2647	51	46
2648	51	47
2649	51	48
2650	51	49
2651	51	50
2652	51	51
2653	50	51
2654	49	51
2655	48	51
2656	47	51
2657	46	51
2658	45	51
2659	44	51
2660	43	51
2661	42	51
2662	41	51
2663	40	51
2664	39	51
2665	38	51
2666	37	51
2667	36	51
2668	35	51
2669	34	51
2670	33	51
2671	32	51
2672	31	51
2673	30	51
2674	29	51
2675	28	51
2676	27	51
2677	26	51
2678	25	51
2679	24	51
2680	23	51
2681	22	51
2682	21	51
2683	20	51
2684	19	51
2685	18	51
2686	17	51
2687	16	51
2688	15	51
2689	14	51
2690	13	51
2691	12	51
2692	11	51
2693	10	51
2694	9	51
2695	8	51
2696	7	51
2697	6	51
2698	5	51
2699	4	51
2700	3	51
2701	2	51
2702	1	51
2703	0	51
2704	52	0
2705	52	1
2706	52	2
2707	52	3
2708	52	4
2709	52	5
2710	52	6
2711	52	7
2712	52	8
2713	52	9
2714	52	10
2715	52	11
2716	52	12
2717	52	13
2718	52	14
2719	52	15
2720	52	16
2721	52	17
2722	52	18
2723	52	19
2724	52	20
2725	52	21
2726	52	22
2727	52	23
2728	52	24
2729	52	25
2730	52	26
2731	52	27
2732	52	28
2733	52	29
2734	52	30
2735	52	31
2736	52	32
2737	52	33
2738	52	34
2739	52	35
2740	52	36
2741	52	37
2742	52	38
2743	52	39
2744	52	40
2745	52	41
2746	52	42
2747	52	43
2748	52	44
2749	52	45
2750	52	46
2751	52	47
2752	52	48
2753	52	49
2754	52	50
2755	52	51
2756	52	52
2757	51	52
2758	50	52
2759	49	52
2760	48	52
2761	47	52
2762	46	52
2763	45	52
2764	44	52
2765	43	52
2766	42	52
2767	41	52
2768	40	52
2769	39	52
2770	38	52
2771	37	52
2772	36	52
2773	35	52
2774	34	52
2775	33	52
2776	32	52
2777	31	52
2778	30	52
2779	29	52
2780	28	52
2781	27	52
2782	26	52
2783	25	52
2784	24	52
2785	23	52
2786	22	52
2787	21	52
2788	20	52
2789	19	52
2790	18	52
2791	17	52
2792	16	52
2793	15	52
2794	14	52
2795	13	52
2796	12	52
2797	11	52
2798	10	52
2799	9	52
2800	8	52
2801	7	52
2802	6	52
2803	5	52
2804	4	52
2805	3	52
2806	2	52
2807	1	52
2808	0	52
2809	53	0
2810	53	1
2811	53	2
2812	53	3
2813	53	4
2814	53	5
2815	53	6
2816	53	7
2817	53	8
2818	53	9
2819	53	10
2820	53	11
2821	53	12
2822	53	13
2823	53	14
2824	53	15
2825	53	16
2826	53	17
2827	53	18
2828	53	19
2829	53	20
2830	53	21
2831	53	22
2832	53	23
2833	53	24
2834	53	25
2835	53	26
2836	53	27
2837	53	28
2838	53	29
2839	53	30
2840	53	31
2841	53	32
2842	53	33
2843	53	34
2844	53	35
2845	53	36
2846	53	37
2847	53	38
2848	53	39
2849	53	40
2850	53	41
2851	53	42
2852	53	43
2853	53	44
2854	53	45
2855	53	46
2856	53	47
2857	53	48
2858	53	49
2859	53	50
2860	53	51
2861	53	52
2862	53	53
2863	52	53
2864	51	53
2865	50	53
2866	49	53
2867	48	53
2868	47	53
2869	46	53
2870	45	53
2871	44	53
2872	43	53
2873	42	53
2874	41	53
2875	40	53
2876	39	53
2877	38	53
2878	37	53
2879	36	53
2880	35	53
2881	34	53
2882	33	53
2883	32	53
2884	31	53
2885	30	53
2886	29	53
2887	28	53
2888	27	53
2889	26	53
2890	25	53
2891	24	53
2892	23	53
2893	22	53
2894	21	53
2895	20	53
2896	19	53
2897	18	53
2898	17	53
2899	16	53
2900	15	53
2901	14	53
2902	13	53
2903	12	53
2904	11	53
2905	10	53
2906	9	53
2907	8	53
2908	7	53
2909	6	53
2910	5	53
2911	4	53
2912	3	53
2913	2	53
2914	1	53
2915	0	53
2916	54	0
2917	54	1
2918	54	2
2919	54	3
2920	54	4
2921	54	5
2922	54	6
2923	54	7
2924	54	8
2925	54	9
2926	54	10
2927	54	11
2928	54	12
2929	54	13
2930	54	14
2931	54	15
2932	54	16
2933	54	17
2934	54	18
2935	54	19
2936	54	20
2937	54	21
2938	54	22
2939	54	23
2940	54	24
2941	54	25
2942	54	26
2943	54	27
2944	54	28
2945	54	29
2946	54	30
2947	54	31
2948	54	32
2949	54	33
2950	54	34
2951	54	35
2952	54	36
2953	54	37
2954	54	38
2955	54	39
2956	54	40
2957	54	41
2958	54	42
2959	54	43
2960	54	44
2961	54	45
2962	54	46
2963	54	47
2964	54	48
2965	54	49
2966	54	50
2967	54	51
2968	54	52
2969	54	53
2970	54	54
2971	53	54
2972	52	54
2973	51	54
2974	50	54
2975	49	54
2976	48	54
2977	47	54
2978	46	54
2979	45	54
2980	44	54
2981	43	54
2982	42	54
2983	41	54
2984	40	54
2985	39	54
2986	38	54
2987	37	54
2988	36	54
2989	35	54
2990	34	54
2991	33	54
2992	32	54
2993	31	54
2994	30	54
2995	29	54
2996	28	54
2997	27	54
2998	26	54
2999	25	54
3000	24	54
3001	23	54
3002	22	54
3003	21	54
3004	20	54
3005	19	54
3006	18	54
3007	17	54
3008	16	54
3009	15	54
3010	14	54
3011	13	54
3012	12	54
3013	11	54
3014	10	54
3015	9	54
3016	8	54
3017	7	54
3018	6	54
3019	5	54
3020	4	54
3021	3	54
3022	2	54
3023	1	54
3024	0	54
3025	55	0
3026	55	1
3027	55	2
3028	55	3
3029	55	4
3030	55	5
3031	55	6
3032	55	7
3033	55	8
3034	55	9
3035	55	10
3036	55	11
3037	55	12
3038	55	13
3039	55	14
3040	55	15
3041	55	16
3042	55	17
3043	55	18
3044	55	19
3045	55	20
3046	55	21
3047	55	22
3048	55	23
3049	55	24
3050	55	25
3051	55	26
3052	55	27
3053	55	28
3054	55	29
3055	55	30
3056	55	31
3057	55	32
3058	55	33
3059	55	34
3060	55	35
3061	55	36
3062	55	37
3063	55	38
3064	55	39
3065	55	40
3066	55	41
3067	55	42
3068	55	43
3069	55	44
3070	55	45
3071	55	46
3072	55	47
3073	55	48
3074	55	49
3075	55	50
3076	55	51
3077	55	52
3078	55	53
3079	55	54
3080	55	55
3081	54	55
3082	53	55
3083	52	55
3084	51	55
3085	50	55
3086	49	55
3087	48	55
3088	47	55
3089	46	55
3090	45	55
3091	44	55
3092	43	55
3093	42	55
3094	41	55
3095	40	55
3096	39	55
3097	38	55
3098	37	55
3099	36	55
3100	35	55
3101	34	55
3102	33	55
3103	32	55
3104	31	55
3105	30	55
3106	29	55
3107	28	55
3108	27	55
3109	26	55
3110	25	55
3111	24	55
3112	23	55
3113	22	55
3114	21	55
3115	20	55
3116	19	55
3117	18	55
3118	17	55
3119	16	55
3120	15	55
3121	14	55
3122	13	55
3123	12	55
3124	11	55
3125	10	55
3126	9	55
3127	8	55
3128	7	55
3129	6	55
3130	5	55
3131	4	55
3132	3	55
3133	2	55
3134	1	55
3135	0	55
3136	56	0
3137	56	1
3138	56	2
3139	56	3
3140	56	4
3141	56	5
3142	56	6
3143	56	7
3144	56	8
3145	56	9
3146	56	10
3147	56	11
3148	56	12
3149	56	13
3150	56	14
3151	56	15
3152	56	16
3153	56	17
3154	56	18
3155	56	19
3156	56	20
3157	56	21
3158	56	22
3159	56	23
3160	56	24
3161	56	25
3162	56	26
3163	56	27
3164	56	28
3165	56	29
3166	56	30
3167	56	31
3168	56	32
3169	56	33
3170	56	34
3171	56	35
3172	56	36
3173	56	37
3174	56	38
3175	56	39
3176	56	40
3177	56	41
3178	56	42
3179	56	43
3180	56	44
3181	56	45
3182	56	46
3183	56	47
3184	56	48
3185	56	49
3186	56	50
3187	56	51
3188	56	52
3189	56	53
3190	56	54
3191	56	55
3192	56	56
3193	55	56
3194	54	56
3195	53	56
3196	52	56
3197	51	56
3198	50	56
3199	49	56
3200	48	56
3201	47	56
3202	46	56
3203	45	56
3204	44	56
3205	43	56
3206	42	56
3207	41	56
3208	40	56
3209	39	56
3210	38	56
3211	37	56
3212	36	56
3213	35	56
3214	34	56
3215	33	56
3216	32	56
3217	31	56
3218	30	56
3219	29	56
3220	28	56
3221	27	56
3222	26	56
3223	25	56
3224	24	56
3225	23	56
3226	22	56
3227	21	56
3228	20	56
3229	19	56
3230	18	56
3231	17	56
3232	16	56
3233	15	56
3234	14	56
3235	13	56
3236	12	56
3237	11	56
3238	10	56
3239	9	56
3240	8	56
3241	7	56
3242	6	56
3243	5	56
3244	4	56
3245	3	56
3246	2	56
3247	1	56
3248	0	56
3249	57	0
3250	57	1
3251	57	2
3252	57	3
3253	57	4
3254	57	5
3255	57	6
3256	57	7
3257	57	8
3258	57	9
3259	57	10
3260	57	11
3261	57	12
3262	57	13
3263	57	14
3264	57	15
3265	57	16
3266	57	17
3267	57	18
3268	57	19
3269	57	20
3270	57	21
3271	57	22
3272	57	23
3273	57	24
3274	57	25
3275	57	26
3276	57	27
3277	57	28
3278	57	29
3279	57	30
3280	57	31
3281	57	32
3282	57	33
3283	57	34
3284	57	35
3285	57	36
3286	57	37
3287	57	38
3288	57	39
3289	57	40
3290	57	41
3291	57	42
3292	57	43
3293	57	44
3294	57	45
3295	57	46
3296	57	47
3297	57	48
3298	57	49
3299	57	50
3300	57	51
3301	57	52
3302	57	53
3303	57	54
3304	57	55
3305	57	56
3306	57	57
3307	56	57
3308	55	57
3309	54	57
3310	53	57
3311	52	57
3312	51	57
3313	50	57
3314	49	57
3315	48	57
3316	47	57
3317	46	57
3318	45	57
3319	44	57
3320	43	57
3321	42	57
3322	41	57
3323	40	57
3324	39	57
3325	38	57
3326	37	57
3327	36	57
3328	35	57
3329	34	57
3330	33	57
3331	32	57
3332	31	57
3333	30	57
3334	29	57
3335	28	57
3336	27	57
3337	26	57
3338	25	57
3339	24	57
3340	23	57
3341	22	57
3342	21	57
3343	20	57
3344	19	57
3345	18	57
3346	17	57
3347	16	57
3348	15	57
3349	14	57
3350	13	57
3351	12	57
3352	11	57
3353	10	57
3354	9	57
3355	8	57
3356	7	57
3357	6	57
3358	5	57
3359	4	57
3360	3	57
3361	2	57
3362	1	57
3363	0	57
3364	58	0
3365	58	1
3366	58	2
3367	58	3
3368	58	4
3369	58	5
3370	58	6
3371	58	7
3372	58	8
3373	58	9
3374	58	10
3375	58	11
3376	58	12
3377	58	13
3378	58	14
3379	58	15
3380	58	16
3381	58	17
3382	58	18
3383	58	19
3384	58	20
3385	58	21
3386	58	22
3387	58	23
3388	58	24
3389	58	25
3390	58	26
3391	58	27
3392	58	28
3393	58	29
3394	58	30
3395	58	31
3396	58	32
3397	58	33
3398	58	34
3399	58	35
3400	58	36
3401	58	37
3402	58	38
3403	58	39
3404	58	40
3405	58	41
3406	58	42
3407	58	43
3408	58	44
3409	58	45
3410	58	46
3411	58	47
3412	58	48
3413	58	49
3414	58	50
3415	58	51
3416	58	52
3417	58	53
3418	58	54
3419	58	55
3420	58	56
3421	58	57
3422	58	58
3423	57	58
3424	56	58
3425	55	58
3426	54	58
3427	53	58
3428	52	58
3429	51	58
3430	50	58
3431	49	58
3432	48	58
3433	47	58
3434	46	58
3435	45	58
3436	44	58
3437	43	58
3438	42	58
3439	41	58
3440	40	58
3441	39	58
3442	38	58
3443	37	58
3444	36	58
3445	35	58
3446	34	58
3447	33	58
3448	32	58
3449	31	58
3450	30	58
3451	29	58
3452	28	58
3453	27	58
3454	26	58
3455	25	58
3456	24	58
3457	23	58
3458	22	58
3459	21	58
3460	20	58
3461	19	58
3462	18	58
3463	17	58
3464	16	58
3465	15	58
3466	14	58
3467	13	58
3468	12	58
3469	11	58
3470	10	58
3471	9	58
3472	8	58
3473	7	58
3474	6	58
3475	5	58
3476	4	58
3477	3	58
3478	2	58
3479	1	58
3480	0	58
3481	59	0
3482	59	1
3483	59	2
3484	59	3
3485	59	4
3486	59	5
3487	59	6
3488	59	7
3489	59	8
3490	59	9
3491	59	10
3492	59	11
3493	59	12
3494	59	13
3495	59	14
3496	59	15
3497	59	16
3498	59	17
3499	59	18
3500	59	19
3501	59	20
3502	59	21
3503	59	22
3504	59	23
3505	59	24
3506	59	25
3507	59	26
3508	59	27
3509	59	28
3510	59	29
3511	59	30
3512	59	31
3513	59	32
3514	59	33
3515	59	34
3516	59	35
3517	59	36
3518	59	37
3519	59	38
3520	59	39
3521	59	40
3522	59	41
3523	59	42
3524	59	43
3525	59	44
3526	59	45
3527	59	46
3528	59	47
3529	59	48
3530	59	49
3531	59	50
3532	59	51
3533	59	52
3534	59	53
3535	59	54
3536	59	55
3537	59	56
3538	59	57
3539	59	58
3540	59	59
3541	58	59
3542	57	59
3543	56	59
3544	55	59
3545	54	59
3546	53	59
3547	52	59
3548	51	59
3549	50	59
3550	49	59
3551	48	59
3552	47	59
3553	46	59
3554	45	59
3555	44	59
3556	43	59
3557	42	59
3558	41	59
3559	40	59
3560	39	59
3561	38	59
3562	37	59
3563	36	59
3564	35	59
3565	34	59
3566	33	59
3567	32	59
3568	31	59
3569	30	59
3570	29	59
3571	28	59
3572	27	59
3573	26	59
3574	25	59
3575	24	59
3576	23	59
3577	22	59
3578	21	59
3579	20	59
3580	19	59
3581	18	59
3582	17	59
3583	16	59
3584	15	59
3585	14	59
3586	13	59
3587	12	59
3588	11	59
3589	10	59
3590	9	59
3591	8	59
3592	7	59
3593	6	59
3594	5	59
3595	4	59
3596	3	59
3597	2	59
3598	1	59
3599	0	59
3600	60	0
3601	60	1
3602	60	2
3603	60	3
3604	60	4
3605	60	5
3606	60	6
3607	60	7
3608	60	8
3609	60	9
3610	60	10
3611	60	11
3612	60	12
3613	60	13
3614	60	14
3615	60	15
3616	60	16
3617	60	17
3618	60	18
3619	60	19
3620	60	20
3621	60	21
3622	60	22
3623	60	23
3624	60	24
3625	60	25
3626	60	26
3627	60	27
3628	60	28
3629	60	29
3630	60	30
3631	60	31
3632	60	32
3633	60	33
3634	60	34
3635	60	35
3636	60	36
3637	60	37
3638	60	38
3639	60	39
3640	60	40
3641	60	41
3642	60	42
3643	60	43
3644	60	44
3645	60	45
3646	60	46
3647	60	47
3648	60	48
3649	60	49
3650	60	50
3651	60	51
3652	60	52
3653	60	53
3654	60	54
3655	60	55
3656	60	56
3657	60	57
3658	60	58
3659	60	59
3660	60	60
3661	59	60
3662	58	60
3663	57	60
3664	56	60
3665	55	60
3666	54	60
3667	53	60
3668	52	60
3669	51	60
3670	50	60
3671	49	60
3672	48	60
3673	47	60
3674	46	60
3675	45	60
3676	44	60
3677	43	60
3678	42	60
3679	41	60
3680	40	60
3681	39	60
3682	38	60
3683	37	60
3684	36	60
3685	35	60
3686	34	60
3687	33	60
3688	32	60
3689	31	60
3690	30	60
3691	29	60
3692	28	60
3693	27	60
3694	26	60
3695	25	60
3696	24	60
3697	23	60
3698	22	60
3699	21	60
3700	20	60
3701	19	60
3702	18	60
3703	17	60
3704	16	60
3705	15	60
3706	14	60
3707	13	60
3708	12	60
3709	11	60
3710	10	60
3711	9	60
3712	8	60
3713	7	60
3714	6	60
3715	5	60
3716	4	60
3717	3	60
3718	2	60
3719	1	60
3720	0	60
3721	61	0
3722	61	1
3723	61	2
3724	61	3
3725	61	4
3726	61	5
3727	61	6
3728	61	7
3729	61	8
3730	61	9
3731	61	10
3732	61	11
3733	61	12
3734	61	13
3735	61	14
3736	61	15
3737	61	16
3738	61	17
3739	61	18
3740	61	19
3741	61	20
3742	61	21
3743	61	22
3744	61	23
3745	61	24
3746	61	25
3747	61	26
3748	61	27
3749	61	28
3750	61	29
3751	61	30
3752	61	31
3753	61	32
3754	61	33
3755	61	34
3756	61	35
3757	61	36
3758	61	37
3759	61	38
3760	61	39
3761	61	40
3762	61	41
3763	61	42
3764	61	43
3765	61	44
3766	61	45
3767	61	46
3768	61	47
3769	61	48
3770	61	49
3771	61	50
3772	61	51
3773	61	52
3774	61	53
3775	61	54
3776	61	55
3777	61	56
3778	61	57
3779	61	58
3780	61	59
3781	61	60
3782	61	61
3783	60	61
3784	59	61
3785	58	61
3786	57	61
3787	56	61
3788	55	61
3789	54	61
3790	53	61
3791	52	61
3792	51	61
3793	50	61
3794	49	61
3795	48	61
3796	47	61
3797	46	61
3798	45	61
3799	44	61
3800	43	61
3801	42	61
3802	41	61
3803	40	61
3804	39	61
3805	38	61
3806	37	61
3807	36	61
3808	35	61
3809	34	61
3810	33	61
3811	32	61
3812	31	61
3813	30	61
3814	29	61
3815	28	61
3816	27	61
3817	26	61
3818	25	61
3819	24	61
3820	23	61
3821	22	61
3822	21	61
3823	20	61
3824	19	61
3825	18	61
3826	17	61
3827	16	61
3828	15	61
3829	14	61
3830	13	61
3831	12	61
3832	11	61
3833	10	61
3834	9	61
3835	8	61
3836	7	61
3837	6	61
3838	5	61
3839	4	61
3840	3	61
3841	2	61
3842	1	61
3843	0	61
3844	62	0
3845	62	1
3846	62	2
3847	62	3
3848	62	4
3849	62	5
3850	62	6
3851	62	7
3852	62	8
3853	62	9
3854	62	10
3855	62	11
3856	62	12
3857	62	13
3858	62	14
3859	62	15
3860	62	16
3861	62	17
3862	62	18
3863	62	19
3864	62	20
3865	62	21
3866	62	22
3867	62	23
3868	62	24
3869	62	25
3870	62	26
3871	62	27
3872	62	28
3873	62	29
3874	62	30
3875	62	31
3876	62	32
3877	62	33
3878	62	34
3879	62	35
3880	62	36
3881	62	37
3882	62	38
3883	62	39
3884	62	40
3885	62	41
3886	62	42
3887	62	43
3888	62	44
3889	62	45
3890	62	46
3891	62	47
3892	62	48
3893	62	49
3894	62	50
3895	62	51
3896	62	52
3897	62	53
3898	62	54
3899	62	55
3900	62	56
3901	62	57
3902	62	58
3903	62	59
3904	62	60
3905	62	61
3906	62	62
3907	61	62
3908	60	62
3909	59	62
3910	58	62
3911	57	62
3912	56	62
3913	55	62
3914	54	62
3915	53	62
3916	52	62
3917	51	62
3918	50	62
3919	49	62
3920	48	62
3921	47	62
3922	46	62
3923	45	62
3924	44	62
3925	43	62
3926	42	62
3927	41	62
3928	40	62
3929	39	62
3930	38	62
3931	37	62
3932	36	62
3933	35	62
3934	34	62
3935	33	62
3936	32	62
3937	31	62
3938	30	62
3939	29	62
3940	28	62
3941	27	62
3942	26	62
3943	25	62
3944	24	62
3945	23	62
3946	22	62
3947	21	62
3948	20	62
3949	19	62
3950	18	62
3951	17	62
3952	16	62
3953	15	62
3954	14	62
3955	13	62
3956	12	62
3957	11	62
3958	10	62
3959	9	62
3960	8	62
3961	7	62
3962	6	62
3963	5	62
3964	4	62
3965	3	62
3966	2	62
3967	1	62
3968	0	62
3969	63	0
3970	63	1
3971	63	2
3972	63	3
3973	63	4
3974	63	5
3975	63	6
3976	63	7
3977	63	8
3978	63	9
3979	63	10
3980	63	11
3981	63	12
3982	63	13
3983	63	14
3984	63	15
3985	63	16
3986	63	17
3987	63	18
3988	63	19
3989	63	20
3990	63	21
3991	63	22
3992	63	23
3993	63	24
3994	63	25
3995	63	26
3996	63	27
3997	63	28
3998	63	29
3999	63	30
4000	63	31
4001	63	32
4002	63	33
4003	63	34
4004	63	35
4005	63	36
4006	63	37
4007	63	38
4008	63	39
4009	63	40
4010	63	41
4011	63	42
4012	63	43
4013	63	44
4014	63	45
4015	63	46
4016	63	47
4017	63	48
4018	63	49
4019	63	50
4020	63	51
4021	63	52
4022	63	53
4023	63	54
4024	63	55
4025	63	56
4026	63	57
4027	63	58
4028	63	59
4029	63	60
4030	63	61
4031	63	62
4032	63	63
4033	62	63
4034	61	63
4035	60	63
4036	59	63
4037	58	63
4038	57	63
4039	56	63
4040	55	63
4041	54	63
4042	53	63
4043	52	63
4044	51	63
4045	50	63
4046	49	63
4047	48	63
4048	47	63
4049	46	63
4050	45	63
4051	44	63
4052	43	63
4053	42	63
4054	41	63
4055	40	63
4056	39	63
4057	38	63
4058	37	63
4059	36	63
4060	35	63
4061	34	63
4062	33	63
4063	32	63
4064	31	63
4065	30	63
4066	29	63
4067	28	63
4068	27	63
4069	26	63
4070	25	63
4071	24	63
4072	23	63
4073	22	63
4074	21	63
4075	20	63
4076	19	63
4077	18	63
4078	17	63
4079	16	63
4080	15	63
4081	14	63
4082	13	63
4083	12	63
4084	11	63
4085	10	63
4086	9	63
4087	8	63
4088	7	63
4089	6	63
4090	5	63
4091	4	63
4092	3	63
4093	2	63
4094	1	63
4095	0	63
4096	64	0
4097	64	1
4098	64	2
4099	64	3
4100	64	4
4101	64	5
4102	64	6
4103	64	7
4104	64	8
4105	64	9
4106	64	10
4107	64	11
4108	64	12
4109	64	13
4110	64	14
4111	64	15
4112	64	16
4113	64	17
4114	64	18
4115	64	19
4116	64	20
4117	64	21
4118	64	22
4119	64	23
4120	64	24
4121	64	25
4122	64	26
4123	64	27
4124	64	28
4125	64	29
4126	64	30
4127	64	31
4128	64	32
4129	64	33
4130	64	34
4131	64	35
4132	64	36
4133	64	37
4134	64	38
4135	64	39
4136	64	40
4137	64	41
4138	64	42
4139	64	43
