ID|ATT
"abcmusiex"|32-bit MS Windows (NT/2000/XP)
"abcmusiex"|Graphics
"abcmusiex"|Pre-Alpha
"abcmusiex"|WinXP
"abcmusiex"|Linux
"abcmusiex"|Sound/Audio
"abcmusiex"|Planning
"abcmusiex"|Beta
"abcmusiex"|C
"abcmusiex"|Education
"abcmusiex"|GNU General Public License (GPL)
"abcmusiex"|Computer Aided Instruction (CAI)
"abcmusiex"|Alpha
"abcmusiex"|Command-line
"ab-conv"|Java
"ab-conv"|Production/Stable
"ab-conv"|OS Independent (Written in an interpreted language)
"ab-conv"|End Users/Desktop
"ab-conv"|Office/Business
"ab-conv"|Internet
"ab-conv"|Java Swing
"ab-conv"|Other/Nonlisted Topic
"abcp"|Sound/Audio
"abcp"|Historical Permission Notice and Disclaimer
"abcp"|Software Development
"abcp"|Developers
"abcp"|Alpha
"abcp"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abcp"|Other Audience
"abcp"|C
"abcp"|All POSIX (Linux/BSD/UNIX-like OSes)
"abcp"|OS X
"abcp"|Linux
"abcplus"|GNU General Public License (GPL)
"abcplus"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abcplus"|Production/Stable
"abcplus"|Beta
"abcplus"|End Users/Desktop
"abcplus"|Linux
"abcplus"|All POSIX (Linux/BSD/UNIX-like OSes)
"abcplus"|Editors
"abcrypt"|WinXP
"abcrypt"|Cocoa (MacOS X)
"abcrypt"|All POSIX (Linux/BSD/UNIX-like OSes)
"abcrypt"|OS X
"abcrypt"|Win2K
"abcrypt"|Win32 (MS Windows)
"abcrypt"|Pre-Alpha
"abcrypt"|Cryptography
"abcrypt"|End Users/Desktop
"abcrypt"|Linux
"abcrypt"|X Window System (X11)
"abcrypt"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abcrypt"|32-bit MS Windows (NT/2000/XP)
"abcrypt"|C++
"abcrypt"|GNU General Public License (GPL)
"abc-shell"|Developers
"abc-shell"|Command-line
"abc-shell"|Interpreters
"abc-shell"|Public Domain
"abc-shell"|C
"abc-shell"|AmigaOS
"abc-shell"|Alpha
"abc-unix"|BitTorrent
"abc-unix"|Python
"abc-unix"|Beta
"abc-unix"|End Users/Desktop
"abc-unix"|wxWidgets
"abc-unix"|Python Software Foundation License
"abc-unix"|All POSIX (Linux/BSD/UNIX-like OSes)
"abcwebbot"|Inactive
"abd"|Database Engines/Servers
"abd"|Advanced End Users
"abd"|System Administrators
"abd"|End Users/Desktop
"abd"|OS Independent (Written in an interpreted language)
"abd"|wxWidgets
"abd"|GNU General Public License (GPL)
"abd"|Python
"abd"|Telephony
"abd"|Authentication/Directory
"abd"|Beta
"abd"|Internet
"abd"|Email
"abdb"|Build Tools
"abdb"|Java
"abdb"|System Administrators
"abdb"|Developers
"abdb"|OS Independent (Written in an interpreted language)
"abdb"|Front-Ends
"abdb"|Information Technology
"abdb"|GNU General Public License (GPL)
"abdb"|Database Engines/Servers
"abdb"|Code Generators
"abdb"|Beta
"abdbcommerce"|PHP
"abdbcommerce"|GNU General Public License (GPL)
"abdbcommerce"|Developers
"abdbcommerce"|OS Independent (Written in an interpreted language)
"abdbcommerce"|End Users/Desktop
"abdbcommerce"|Web-based
"abdbcommerce"|Inactive
"abducted-irc"|Planning
"abducted-irc"|Education
"abducted-irc"|Perl
"abducted-irc"|PHP
"abducted-irc"|Console/Terminal
"abducted-irc"|C
"abducted-irc"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"abducted-irc"|Non-interactive (Daemon)
"abducted-irc"|GNU General Public License (GPL)
"abducted-irc"|System Administrators
"abducted-irc"|Dynamic Content
"abducted-irc"|OS Independent (Written in an interpreted language)
"abducted-irc"|Telecommunications Industry
"abducted-irc"|Beta
"abducted-irc"|Information Technology
"abducted-irc"|Pre-Alpha
"abducted-irc"|Alpha
"abducted-irc"|Other Audience
"abducted-irc"|Developers
"abducted-irc"|Internet Relay Chat
"abducted-irc"|Linux
"abducted-irc"|Web-based
"abducted-irc"|All POSIX (Linux/BSD/UNIX-like OSes)
"abe"|C
"abe"|Education
"abe"|BeOS
"abe"|End Users/Desktop
"abe"|GNU General Public License (GPL)
"abe"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abe"|32-bit MS Windows (95/98)
"abe"|Linux
"abe"|Side-Scrolling/Arcade Games
"abe"|Puzzle Games
"abe"|Cocoa (MacOS X)
"abe"|Production/Stable
"abe"|OS X
"abe"|X Window System (X11)
"abe"|All POSIX (Linux/BSD/UNIX-like OSes)
"abe"|Win32 (MS Windows)
"abele"|Alpha
"abele"|Software Development
"abele"|Linux
"abele"|GNU Library or Lesser General Public License (LGPL)
"abele"|Communications
"abele"|C
"abele"|Developers
"abele"|End Users/Desktop
"abele"|All POSIX (Linux/BSD/UNIX-like OSes)
"abemo"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abemo"|Developers
"abemo"|WinXP
"abemo"|32-bit MS Windows (NT/2000/XP)
"abemo"|Java
"abemo"|Win2K
"abemo"|GNU General Public License (GPL)
"abemo"|Planning
"abemo"|End Users/Desktop
"abemo"|Web-based
"abe-module"|Linux
"abe-module"|MS-DOS
"abe-module"|SGI IRIX
"abe-module"|Python
"abe-module"|WinXP
"abe-module"|Education
"abe-module"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abe-module"|Science/Research
"abe-module"|Win2K
"abe-module"|Alpha
"abe-module"|Healthcare Industry
"abe-module"|All POSIX (Linux/BSD/UNIX-like OSes)
"abe-module"|Medical Science Apps.
"abe-module"|Bio-Informatics
"abe-module"|Chemistry
"abe-module"|32-bit MS Windows (NT/2000/XP)
"abe-module"|GNU General Public License (GPL)
"abeni"|X Window System (X11)
"abeni"|All POSIX (Linux/BSD/UNIX-like OSes)
"abeni"|Build Tools
"abeni"|Code Generators
"abeni"|Linux
"abeni"|C
"abeni"|GNU General Public License (GPL)
"abeni"|Developers
"abeni"|Python
"abeni"|Integrated Development Environments (IDE)
"abeni"|Beta
"aberquest"|End Users/Desktop
"aberquest"|Multi-User Dungeons (MUD)
"aberquest"|All 32-bit MS Windows (95/98/NT/2000/XP)
"aberquest"|MIT License
"aberquest"|All POSIX (Linux/BSD/UNIX-like OSes)
"aberquest"|C++
"aberquest"|Alpha
"aberquest"|Role-Playing
"aberquest"|OS X
"aberquest"|Win32 (MS Windows)
"aberquest"|X Window System (X11)
"abes"|System Administrators
"abes"|Python
"abes"|PHP
"abes"|Education
"abes"|Communications
"abes"|JavaScript
"abes"|Web-based
"abes"|Alpha
"abes"|X Window System (X11)
"abes"|OS Independent (Written in an interpreted language)
"abes"|Customer Service
"abes"|Education
"abes"|Database Engines/Servers
"abes"|C++
"abfields"|Dynamic Content
"abfields"|Pre-Alpha
"abfields"|OS Independent (Written in an interpreted language)
"abfields"|Developers
"abfields"|PHP
"abfields"|Open Software License
"abfields"|Web-based
"abi2006"|End Users/Desktop
"abi2006"|GNU General Public License (GPL)
"abi2006"|Role-Playing
"abi2006"|OS X
"abi2006"|SDL
"abi2006"|Win2K
"abi2006"|C++
"abi2006"|OS Portable (Source code to work with many OS platforms)
"abi2006"|Linux
"abi2006"|Planning
"abi2xml"|Science/Research
"abi2xml"|All POSIX (Linux/BSD/UNIX-like OSes)
"abi2xml"|Bio-Informatics
"abi2xml"|Command-line
"abi2xml"|32-bit MS Windows (NT/2000/XP)
"abi2xml"|C++
"abi2xml"|Production/Stable
"abi2xml"|GNU General Public License (GPL)
"abicheck"|Developers
"abicheck"|Linux
"abicheck"|C
"abicheck"|All POSIX (Linux/BSD/UNIX-like OSes)
"abicheck"|Solaris
"abicheck"|GNU Library or Lesser General Public License (LGPL)
"abicheck"|Beta
"abicheck"|Other Audience
"abicheck"|Build Tools
"abicheck"|Perl
"abile-morgan"|Alpha
"abile-morgan"|Apache License V2.0
"abile-morgan"|OS Independent (Written in an interpreted language)
"abile-morgan"|Developers
"abile-morgan"|HTTP Servers
"abile-morgan"|Web-based
"abile-morgan"|Java
"abile-morgan"|Site Management
"abill"|All POSIX (Linux/BSD/UNIX-like OSes)
"abill"|Perl
"abill"|GNU General Public License (GPL)
"abill"|Networking
"abill"|Beta
"abill"|Web-based
"abill"|Non-interactive (Daemon)
"abills"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"abills"|FreeBSD
"abills"|Perl
"abills"|All POSIX (Linux/BSD/UNIX-like OSes)
"abios-rtool"|C
"abios-rtool"|Science/Research
"abios-rtool"|Scientific/Engineering
"abios-rtool"|Boot
"abios-rtool"|All POSIX (Linux/BSD/UNIX-like OSes)
"abios-rtool"|Hardware
"abios-rtool"|VHDL/Verilog
"abios-rtool"|System Administrators
"abios-rtool"|Beta
"abios-rtool"|GNU General Public License (GPL)
"abios-rtool"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abirom"|Multimedia
"abirom"|Web-based
"abirom"|Education
"abirom"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abirom"|Win32 (MS Windows)
"abirom"|C++
"abirom"|Other Audience
"abits-fipa-mesg"|Developers
"abits-fipa-mesg"|Intelligent Agents
"abits-fipa-mesg"|Alpha
"abiword"|Objective C
"abiword"|Perl
"abiword"|Developers
"abiword"|Information Technology
"abiword"|Handheld/Mobile/PDA
"abiword"|Other Audience
"abiword"|C++
"abiword"|GNU General Public License (GPL)
"abiword"|Word Processors
"abiword"|System Administrators
"abiword"|BeOS
"abiword"|All POSIX (Linux/BSD/UNIX-like OSes)
"abiword"|C
"abiword"|OS X
"abiword"|Production/Stable
"abiword"|Non-interactive (Daemon)
"abiword"|Gnome
"abiword"|Win32 (MS Windows)
"abiword"|Mature
"abiword"|OS Independent (Written in an interpreted language)
"abiword"|Office Suites
"abiword"|End Users/Desktop
"abiword"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abiword"|Cocoa (MacOS X)
"abiword"|Gnome
"abiword"|Beta
"abiword"|Python
"abiwordftd"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abiwordftd"|Office/Business
"abiwordftd"|WinXP
"abiwordftd"|Beta
"abiwordftd"|32-bit MS Windows (NT/2000/XP)
"abiwordftd"|Win2K
"abiwordftd"|GNU General Public License (GPL)
"abiwordftd"|System Administrators
"abiwordftd"|End Users/Desktop
"abiwordftd"|Win32 (MS Windows)
"abiwordftd"|Education
"abiwordftd"|32-bit MS Windows (95/98)
"abiwordftd"|Advanced End Users
"abiwordftd"|Word Processors
"abj"|End Users/Desktop
"abj"|Board Games
"abj"|Win32 (MS Windows)
"abj"|Sound/Audio
"abj"|Gnome
"abj"|Turn Based Strategy
"abj"|Python
"abj"|Mature
"abj"|Computer Aided Instruction (CAI)
"abj"|Developers
"abj"|Other Audience
"abj"|Education
"abj"|OS Independent (Written in an interpreted language)
"abj"|KDE
"abj"|Puzzle Games
"abj"|Graphics
"abj"|GNU General Public License (GPL)
"abk"|OS Independent (Written in an interpreted language)
"abk"|Advanced End Users
"abk"|End Users/Desktop
"abk"|Database
"abk"|Perl
"abk"|GNU General Public License (GPL)
"abk"|Pre-Alpha
"abk"|Command-line
"abkey"|Plugins
"abkey"|Artistic License
"abkey"|Production/Stable
"abkey"|Cryptography
"abkey"|OS X
"abkey"|Objective C
"abkey"|End Users/Desktop
"abkit"|Developers
"abkit"|C++
"abkit"|End Users/Desktop
"abkit"|GNU Library or Lesser General Public License (LGPL)
"abkit"|All POSIX (Linux/BSD/UNIX-like OSes)
"abkit"|C
"abkit"|Board Games
"abkit"|GNU General Public License (GPL)
"abkit"|Beta
"abkit"|Software Development
"ablazespace"|Developers
"ablazespace"|32-bit MS Windows (95/98)
"ablazespace"|Games/Entertainment
"ablazespace"|GNU General Public License (GPL)
"ablazespace"|C++
"ablazespace"|Win32 (MS Windows)
"ablazespace"|Mature
"ablazespace"|All 32-bit MS Windows (95/98/NT/2000/XP)
"able"|System Administrators
"able"|X Window System (X11)
"able"|Planning
"able"|AOL Instant Messenger
"able"|Education
"able"|Perl
"able"|Win32 (MS Windows)
"able"|Dynamic Content
"able"|All 32-bit MS Windows (95/98/NT/2000/XP)
"able"|Python
"able"|End Users/Desktop
"able"|All POSIX (Linux/BSD/UNIX-like OSes)
"able"|GNU General Public License (GPL)
"able"|Linux
"able"|PHP
"ablegray"|OS Independent (Written in an interpreted language)
"ablegray"|Beta
"ablegray"|Web-based
"ablegray"|Developers
"ablegray"|GNU Library or Lesser General Public License (LGPL)
"ablegray"|Dynamic Content
"ablegray"|PHP
"ablog"|All POSIX (Linux/BSD/UNIX-like OSes)
"ablog"|System Administrators
"ablog"|Production/Stable
"ablog"|Systems Administration
"ablog"|Logging
"ablog"|GNU General Public License (GPL)
"ablog"|PHP
"ablog"|Web-based
"abnet"|All POSIX (Linux/BSD/UNIX-like OSes)
"abnet"|Beta
"abnet"|Developers
"abnet"|Board Games
"abnet"|X Window System (X11)
"abnet"|Linux
"abnet"|Win32 (MS Windows)
"abnet"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abnet"|C++
"abnet"|Communications
"abnet"|MIT License
"abnimm"|Site Management
"abnimm"|System Administrators
"abnimm"|GNU General Public License (GPL)
"abnimm"|PHP
"abnimm"|OS Independent (Written in an interpreted language)
"abnimm"|Dynamic Content
"abnimm"|Web-based
"abnimm"|Alpha
"aboard"|OS Independent (Written in an interpreted language)
"aboard"|Web-based
"aboard"|Message Boards
"aboard"|PHP
"aboard"|End Users/Desktop
"aboard"|Pre-Alpha
"aboard"|GNU General Public License (GPL)
"aboframework"|End Users/Desktop
"aboframework"|Java
"aboframework"|Win32 (MS Windows)
"aboframework"|GNU General Public License (GPL)
"aboframework"|Developers
"aboframework"|OS Independent (Written in an interpreted language)
"aboframework"|Alpha
"aboframework"|Board Games
"abook"|Curses/Ncurses
"abook"|C
"abook"|GNU General Public License (GPL)
"aboot"|All POSIX (Linux/BSD/UNIX-like OSes)
"aboot"|GNU General Public License (GPL)
"aboot"|Linux
"aboot"|C
"aboot"|Assembly
"aboot"|Production/Stable
"aboot"|Boot
"abora"|Pre-Alpha
"abora"|OS Independent (Written in an interpreted language)
"abora"|Communications
"abora"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abora"|Win32 (MS Windows)
"abora"|Smalltalk
"abora"|Text Editors
"abora"|MIT License
"abora"|Version Control
"abora"|Alpha
"abora"|End Users/Desktop
"abora"|Developers
"abora"|Java
"abora"|Dynamic Content
"abort"|Planning
"abort"|End Users/Desktop
"abort"|Linux
"abort"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abort"|C++
"abort"|BSD License
"abort"|All POSIX (Linux/BSD/UNIX-like OSes)
"abort"|Real Time Strategy
"aboul"|GNU General Public License (GPL)
"aboul"|Other Audience
"aboul"|Communications
"aboul"|System Administrators
"aboul"|Web-based
"aboul"|Developers
"aboul"|End Users/Desktop
"aboul"|Indexing/Search
"aboul"|Education
"aboul"|Production/Stable
"aboul"|PHP
"abqs"|Web-based
"abqs"|Non-interactive (Daemon)
"abqs"|System Administrators
"abqs"|Developers
"abqs"|All POSIX (Linux/BSD/UNIX-like OSes)
"abqs"|CGI Tools/Libraries
"abqs"|Distributed Computing
"abqs"|Perl
"abqs"|Alpha
"abqs"|GNU General Public License (GPL)
"abra"|Java
"abra"|Production/Stable
"abra"|OS Independent (Written in an interpreted language)
"abra"|Developers
"abra"|BSD License
"abraham"|GNU General Public License (GPL)
"abraham"|Pre-Alpha
"abraham"|Presentation
"abraham"|End Users/Desktop
"abraham"|WinXP
"abraham"|Java Swing
"abraham"|Java
"abrain"|Science/Research
"abrain"|Console/Terminal
"abrain"|Artificial Intelligence
"abrain"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abrain"|.NET/Mono
"abrain"|GNU Library or Lesser General Public License (LGPL)
"abrain"|Information Technology
"abrain"|Planning
"abrain"|C#
"abrams"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abrams"|C
"abrams"|Planning
"abrams"|Other Audience
"abrams"|Real Time Strategy
"abrams"|GNU General Public License (GPL)
"abrams"|Win32 (MS Windows)
"abrams"|End Users/Desktop
"abrams"|C++
"abraxas"|All POSIX (Linux/BSD/UNIX-like OSes)
"abraxas"|Web-based
"abraxas"|Perl
"abraxas"|Site Management
"abraxas"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abraxas"|Dynamic Content
"abraxas"|PHP
"abraxas"|Linux
"abraxas"|Planning
"abraxas"|GNU General Public License (GPL)
"abraxas"|Developers
"abrick"|Production/Stable
"abrick"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abrick"|End Users/Desktop
"abrick"|Games/Entertainment
"abrick"|X Window System (X11)
"abrick"|All POSIX (Linux/BSD/UNIX-like OSes)
"abrick"|C++
"abrick"|GNU General Public License (GPL)
"abrick"|Win32 (MS Windows)
"abridge"|OS X
"abridge"|Games/Entertainment
"abridge"|Pre-Alpha
"abridge"|Win32 (MS Windows)
"abridge"|All POSIX (Linux/BSD/UNIX-like OSes)
"abridge"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abridge"|X Window System (X11)
"abridge"|GNU General Public License (GPL)
"abridge"|C++
"abridge"|Linux
"abrowse"|Beta
"abrowse"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abrowse"|Planning
"abrowse"|Conversion
"abrowse"|PHP
"abrowse"|Linux
"abrowse"|Sound/Audio
"abrowse"|GNU General Public License (GPL)
"abrowse"|C
"abrowse"|End Users/Desktop
"abrowse"|Developers
"abrowse"|X Window System (X11)
"abrowse"|All POSIX (Linux/BSD/UNIX-like OSes)
"abrowse"|Web-based
"abrowse"|Indexing/Search
"abrviewer"|GNU General Public License (GPL)
"abrviewer"|C#
"abrviewer"|Graphics Conversion
"abrviewer"|Production/Stable
"abrviewer"|Beta
"abrviewer"|End Users/Desktop
"abrviewer"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abrviewer"|Win32 (MS Windows)
"abrviewer"|Viewers
"abrviewer"|.NET/Mono
"absboat"|Intelligent Agents
"absboat"|eCos
"absboat"|Robotics
"absboat"|GIS
"absboat"|Science/Research
"absboat"|GNU General Public License (GPL)
"absboat"|Console/Terminal
"absboat"|Planning
"absboat"|C
"absboat"|Developers
"abscnc"|Pre-Alpha
"abscnc"|Simulation
"abscnc"|Planning
"abscnc"|Usenet News
"abscnc"|OpenGL
"abscnc"|End Users/Desktop
"abscnc"|Archiving
"abscnc"|.NET/Mono
"abscnc"|C#
"abscnc"|Other Audience
"abscnc"|Developers
"abscnc"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abscnc"|Advanced End Users
"abscnc"|Beta
"abscnc"|GNU General Public License (GPL)
"abscnc"|32-bit MS Windows (95/98)
"abscnc"|Real Time Strategy
"abscnc"|Non-interactive (Daemon)
"abscnc"|File Management
"abscnc"|All POSIX (Linux/BSD/UNIX-like OSes)
"abscnc"|32-bit MS Windows (NT/2000/XP)
"abscnc"|Other Operating Systems
"absearch"|End Users/Desktop
"absearch"|Indexing/Search
"absearch"|Other Audience
"absearch"|OS Independent (Written in an interpreted language)
"absearch"|Java
"absearch"|GNU General Public License (GPL)
"absearch"|Production/Stable
"absearch"|Scientific/Engineering
"absinth"|OS X
"absinth"|Pre-Alpha
"absinth"|HTTP Servers
"absinth"|System Administrators
"absinth"|All POSIX (Linux/BSD/UNIX-like OSes)
"absinth"|Non-interactive (Daemon)
"absinth"|Telecommunications Industry
"absinth"|Other/Proprietary License
"absinth"|C
"absinth"|Information Technology
"absinth"|C++
"absinth"|Planning
"absinth"|File Transfer Protocol (FTP)
"absinth-chat"|All POSIX (Linux/BSD/UNIX-like OSes)
"absinth-chat"|C++
"absinth-chat"|Conferencing
"absinth-chat"|GNU General Public License (GPL)
"absinth-chat"|Beta
"absinth-chat"|Web-based
"absinth-chat"|Chat
"absmax"|Delphi/Kylix
"absmax"|Backup
"absmax"|All 32-bit MS Windows (95/98/NT/2000/XP)
"absmax"|Developers
"absmax"|GNU General Public License (GPL)
"absmax"|Information Technology
"absmax"|Beta
"absmax"|System Administrators
"absmax"|Win32 (MS Windows)
"absmax"|End Users/Desktop
"absolutemeeting"|CGI Tools/Libraries
"absolutemeeting"|All POSIX (Linux/BSD/UNIX-like OSes)
"absolutemeeting"|Production/Stable
"absolutemeeting"|GNU General Public License (GPL)
"absolutemeeting"|PHP
"absolutewar"|32-bit MS Windows (NT/2000/XP)
"absolutewar"|Win32 (MS Windows)
"absolutewar"|Production/Stable
"absolutewar"|End Users/Desktop
"absolutewar"|C++
"absolutewar"|Turn Based Strategy
"absolutewar"|zlib/libpng License
"absolutex"|X Window System (X11)
"absolutex"|All POSIX (Linux/BSD/UNIX-like OSes)
"absolutex"|C++
"absolutex"|Inactive
"absolutex"|Developers
"absolutex"|GNU Library or Lesser General Public License (LGPL)
"absolutex"|GNU General Public License (GPL)
"absolutex"|FreeBSD
"absolutex"|Software Development
"absolutex"|Other Audience
"absolutex"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"absolutex"|Desktop Environment
"absolutex"|Alpha
"absolutex"|Multimedia
"absolutex"|Linux
"absolut-library"|Planning
"absolut-library"|GNU General Public License (GPL)
"absolut-library"|OS Independent (Written in an interpreted language)
"absolut-library"|PHP
"absolut-library"|Library
"absolut-library"|Education
"absolut-library"|Web-based
"absolvia"|Pre-Alpha
"absolvia"|PHP
"absolvia"|Non-Profit Organizations
"absolvia"|Web-based
"absolvia"|Alpha
"abstract"|Linux
"abstract"|GNU General Public License (GPL)
"abstract"|X Window System (X11)
"abstract"|Unix Shell
"abstract"|Software Development
"abstract"|Alpha
"abstract"|Developers
"abstract"|C
"abstract"|All POSIX (Linux/BSD/UNIX-like OSes)
"abstractadonet"|Database
"abstractadonet"|C#
"abstractadonet"|Alpha
"abstractadonet"|Software Development
"abstractadonet"|zlib/libpng License
"abstractadonet"|Developers
"abstractdb"|PHP
"abstractdb"|Linux
"abstractdb"|Database Engines/Servers
"abstractdb"|Developers
"abstractdb"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abstractdb"|Web-based
"abstractdb"|All POSIX (Linux/BSD/UNIX-like OSes)
"abstractdb"|Beta
"abstractdb"|GNU Library or Lesser General Public License (LGPL)
"abstractdb"|Software Development
"abstractdb-php"|Planning
"abstractdb-php"|PL/SQL
"abstractdb-php"|Database
"abstractdb-php"|System Administrators
"abstractdb-php"|Software Development
"abstractdb-php"|Developers
"abstractdb-php"|Web-based
"abstractdb-php"|GNU General Public License (GPL)
"abstractdb-php"|PHP
"abstractdb-php"|OS Independent (Written in an interpreted language)
"abstractdb-php"|Pre-Alpha
"abstraction"|Role-Playing
"abstraction"|Web-based
"abstraction"|End Users/Desktop
"abstraction"|Multi-User Dungeons (MUD)
"abstraction"|OS Independent (Written in an interpreted language)
"abstraction"|PHP
"abstraction"|GNU General Public License (GPL)
"abstraction"|Alpha
"abstraction"|JavaScript
"abstracts"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abstracts"|Win32 (MS Windows)
"abstracts"|Delphi/Kylix
"abstracts"|GNU General Public License (GPL)
"abstracts"|Win2K
"abstracts"|32-bit MS Windows (95/98)
"abstracts"|32-bit MS Windows (NT/2000/XP)
"abstracts"|WinXP
"abstracts"|Alpha
"abstracts"|Education
"abstrivia"|Internet Relay Chat
"abstrivia"|Text Processing
"abstrivia"|Planning
"abstrivia"|PHP
"abstrivia"|C
"abstrivia"|Other Audience
"abstrivia"|GNU General Public License (GPL)
"abstrivia"|Perl
"abstrivia"|End Users/Desktop
"abstrivia"|Puzzle Games
"abstrivia"|OS Independent (Written in an interpreted language)
"abstromatic"|Board Games
"abstromatic"|Artificial Intelligence
"abstromatic"|C++
"abstromatic"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abstromatic"|Developers
"abstromatic"|Advanced End Users
"abstromatic"|GNU General Public License (GPL)
"abstromatic"|wxWidgets
"abstromatic"|Linux
"abstromatic"|End Users/Desktop
"abstromatic"|Pre-Alpha
"absylnia"|Java
"absylnia"|GNU Library or Lesser General Public License (LGPL)
"absylnia"|Pre-Alpha
"absylnia"|Developers
"absylnia"|End Users/Desktop
"absylnia"|OS Independent (Written in an interpreted language)
"absylnia"|Non-interactive (Daemon)
"absylnia"|Multi-User Dungeons (MUD)
"absync"|End Users/Desktop
"absync"|Pre-Alpha
"absync"|GNU General Public License (GPL)
"absync"|All POSIX (Linux/BSD/UNIX-like OSes)
"absync"|Perl
"absync"|Email
"absync"|System Administrators
"absynch"|All 32-bit MS Windows (95/98/NT/2000/XP)
"absynch"|Office/Business
"absynch"|Visual Basic
"absynch"|Front-Ends
"absynch"|End Users/Desktop
"absynch"|Developers
"absynch"|Email Clients (MUA)
"absynch"|GNU Library or Lesser General Public License (LGPL)
"absynch"|Pre-Alpha
"absynch"|Win32 (MS Windows)
"absynch"|32-bit MS Windows (95/98)
"absynth"|Sound Synthesis
"absynth"|32-bit MS Windows (NT/2000/XP)
"absynth"|Linux
"absynth"|C++
"absynth"|GNU General Public License (GPL)
"absynth"|Planning
"absynth"|Command-line
"abtlinux"|Advanced End Users
"abtlinux"|X Window System (X11)
"abtlinux"|Systems Administration
"abtlinux"|Planning
"abtlinux"|GNU General Public License (GPL)
"abtlinux"|Ruby
"abtlinux"|Linux
"abtpportal"|Public Domain
"abtpportal"|PHP
"abtpportal"|Web-based
"abtpportal"|Developers
"abtpportal"|OS Independent (Written in an interpreted language)
"abtpportal"|Site Management
"abtpportal"|Pre-Alpha
"abtpportal"|End Users/Desktop
"abu"|BSD License
"abu"|Developers
"abu"|Python
"abu"|Beta
"abu"|GTK+
"abu"|Front-Ends
"abu"|All POSIX (Linux/BSD/UNIX-like OSes)
"abuky"|OS Independent (Written in an interpreted language)
"abuky"|MIT License
"abuky"|Java
"abuky"|Beta
"abuky"|End Users/Desktop
"abuky"|Software Development
"abuky"|Developers
"abuky"|Web-based
"abuky"|System Administrators
"aburatan"|Role-Playing
"aburatan"|Curses/Ncurses
"aburatan"|C++
"aburatan"|GNU General Public License (GPL)
"aburatan"|End Users/Desktop
"aburatan"|Beta
"abuse"|Email
"abuse"|Other/Nonlisted Topic
"abuse"|System Administrators
"abuse"|Alpha
"abuse"|All POSIX (Linux/BSD/UNIX-like OSes)
"abuse"|End Users/Desktop
"abuse"|OS Independent (Written in an interpreted language)
"abuse"|X Window System (X11)
"abuse"|Developers
"abuse"|Tcl
"abuse"|Other/Proprietary License
"abuse"|Win32 (MS Windows)
"abuse2"|Alpha
"abuse2"|Win32 (MS Windows)
"abuse2"|X Window System (X11)
"abuse2"|Beta
"abuse2"|Public Domain
"abuse2"|All POSIX (Linux/BSD/UNIX-like OSes)
"abuse2"|Assembly
"abuse2"|Side-Scrolling/Arcade Games
"abuse2"|C++
"abuse2"|Linux
"abuse2"|End Users/Desktop
"abuse2"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abuse2"|Lisp
"abuse2"|32-bit MS Windows (95/98)
"abvclient"|OS Independent (Written in an interpreted language)
"abvclient"|WWW/HTTP
"abvclient"|Java
"abvclient"|Planning
"abvclient"|GNU General Public License (GPL)
"abvclient"|Win32 (MS Windows)
"abvclient"|End Users/Desktop
"abvclient"|Email Clients (MUA)
"abvclient"|X Window System (X11)
"abw"|Role-Playing
"abw"|Python
"abw"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abw"|Win32 (MS Windows)
"abw"|End Users/Desktop
"abw"|C++
"abw"|Planning
"abw"|GNU General Public License (GPL)
"abw"|Multi-User Dungeons (MUD)
"abxlib"|C++
"abxlib"|Python
"abxlib"|End Users/Desktop
"abxlib"|Planning
"abxlib"|Developers
"abxlib"|Pre-Alpha
"abxlib"|Software Development
"abxlib"|System
"abxlib"|OS Independent (Written in an interpreted language)
"abxlib"|All POSIX (Linux/BSD/UNIX-like OSes)
