Date,Open,High,Low,Close,Volume
6-Sep-06,382.1,383.19,379.66,380.14,3724100
7-Sep-06,379.39,381.75,377.4,378.49,3842000
8-Sep-06,376.72,380.79,376.72,377.85,3083400
11-Sep-06,378.26,384.69,377.77,384.09,4529200
12-Sep-06,385,392.73,384.88,391.9,5442200
13-Sep-06,395.15,406.76,395.1,406.57,9768200
14-Sep-06,404.3,406.28,401.93,403.98,5366100
15-Sep-06,407.48,410.05,406.74,409.88,7838200
18-Sep-06,410,418.69,409.47,414.69,7106700
19-Sep-06,415.46,415.49,392.74,403.81,14292900
20-Sep-06,407.1,407.39,394.62,397,9147800
21-Sep-06,400.3,408.45,399.86,406.85,10692100
22-Sep-06,404.98,407.45,401.36,403.78,4649600
25-Sep-06,405.58,409.45,402.5,403.98,5737300
26-Sep-06,405.5,407.68,401.77,406.87,5289400
27-Sep-06,406.3,411.22,402.37,402.92,5876700
28-Sep-06,404.08,406.98,400.54,403.58,5107400
29-Sep-06,405.13,405.62,401.41,401.9,3310900
2-Oct-06,401.9,406,400.8,401.44,3651900
3-Oct-06,401.29,406.46,398.19,404.04,5464700
4-Oct-06,404.97,415.77,403.05,415.7,6661800
5-Oct-06,414.7,418.24,410.86,411.81,5789800
6-Oct-06,410.22,421.91,409.75,420.5,7336500
9-Oct-06,424.8,431.95,423.42,429,7583300
10-Oct-06,431.56,437.85,422.39,426.65,9788600
11-Oct-06,425.02,429.91,423.76,426.5,5635400
12-Oct-06,428.56,429.68,424,427.44,4844000
13-Oct-06,427.76,429.5,425.56,427.3,3622500
16-Oct-06,427.7,429.2,421.34,421.75,4319400
17-Oct-06,420.3,423.75,416.7,420.64,5211000
18-Oct-06,422.99,424.75,417.5,419.31,6017300
19-Oct-06,420.23,429.5,419.57,426.06,11503500
20-Oct-06,458.99,460.1,453.59,459.67,11647900
23-Oct-06,462.28,484.64,460.37,480.78,15104500
24-Oct-06,476.28,477.86,471.41,473.31,8660200
25-Oct-06,477.49,488.5,475.11,486.6,9187500
26-Oct-06,487.68,491.96,484.2,485.1,7031700
27-Oct-06,483.9,485.24,472.49,475.2,6604000
30-Oct-06,474.82,480.46,470.01,476.57,6563100
31-Oct-06,478.06,482.16,473.84,476.39,6285400
1-Nov-06,478.76,479.13,465.26,467.5,5426300
2-Nov-06,467.5,473.73,466.38,469.91,5236700
3-Nov-06,472.23,473.75,465.06,471.8,4907700
6-Nov-06,473.77,479.66,472.33,476.95,4991500
7-Nov-06,476.95,479.02,471.77,472.57,4897100
8-Nov-06,470.35,481.74,468.6,475,7965000
9-Nov-06,476.5,479.49,471.86,472.63,4879200
10-Nov-06,473.78,474.72,470.29,473.55,2796700
13-Nov-06,474.9,481.17,474.14,481.03,4341900
14-Nov-06,480.7,489.95,480.5,489.3,7223400
15-Nov-06,493.43,499.85,491.93,491.93,8370700
16-Nov-06,495,497.68,492.56,495.9,5092600
17-Nov-06,493.25,499.66,493,498.79,5511000
20-Nov-06,498.4,498.4,492.65,495.05,5124500
21-Nov-06,496.54,510,495.83,509.65,8427500
22-Nov-06,510.97,513,505.78,508.01,4500700
24-Nov-06,504.5,507.5,504,505,1732700
27-Nov-06,501.37,501.78,484.75,484.75,7324700
28-Nov-06,481.13,489.86,477.03,489.5,7797600
29-Nov-06,494.24,494.74,482.25,484.65,6315300
30-Nov-06,484.19,490.4,481.55,484.81,5577500
1-Dec-06,485.98,488.39,478.5,480.8,5631400
4-Dec-06,483,487.43,479.35,484.85,4899900
5-Dec-06,487.4,489.44,484.89,487,4103000
6-Dec-06,486.96,492.4,484.52,488.71,4450300
7-Dec-06,490.23,491.8,482.42,482.64,4664300
8-Dec-06,481.94,488.6,480,484.11,3974900
11-Dec-06,484.92,488.9,483.8,483.93,3263400
12-Dec-06,483.85,486.36,480.28,481.78,4181000
13-Dec-06,484.69,485.5,477.02,478.99,4662100
14-Dec-06,480.25,483.75,477.26,482.12,4748900
15-Dec-06,482.64,484.11,479.84,480.3,5190800
18-Dec-06,482.51,482.74,460.72,462.8,8016600
19-Dec-06,461.72,469.31,458.5,468.63,6587000
20-Dec-06,470,471.5,462.33,462.9,4367800
21-Dec-06,464.18,465.25,452.34,456.2,6953300
22-Dec-06,457.5,458.64,452.73,455.58,3988300
26-Dec-06,456.52,459.47,454.59,457.53,2074300
27-Dec-06,460,468.08,459.1,468.03,4231500
28-Dec-06,467.12,468.58,462.25,462.56,3116200
29-Dec-06,462.1,464.47,459.86,460.48,2559200
3-Jan-07,466,476.66,461.11,467.59,7706500
4-Jan-07,469,483.95,468.35,483.26,7887600
5-Jan-07,482.5,487.5,478.11,487.19,6872100
8-Jan-07,487.69,489.87,482.2,483.58,4754400
9-Jan-07,485.45,488.25,481.2,485.5,5381400
10-Jan-07,484.43,493.55,482.04,489.46,5968500
11-Jan-07,497.2,501.75,496.18,499.72,7208200
12-Jan-07,501.99,505,500,505,4473700
16-Jan-07,507.55,513,503.3,504.28,7568900
17-Jan-07,503.39,507.77,494.38,497.28,6699100
18-Jan-07,494.52,496.48,487.43,487.83,5932000
19-Jan-07,487.98,490.76,486.74,489.75,4978300
22-Jan-07,492.5,492.65,478.5,480.84,5404300
23-Jan-07,480.79,484.75,477.29,479.05,4665500
24-Jan-07,484.45,499.54,483.29,499.07,6059300
25-Jan-07,501,504.5,485.66,488.09,6368500
26-Jan-07,490.93,497.9,487.03,495.84,5496500
29-Jan-07,498,498.75,490.5,492.47,4775700
30-Jan-07,494,498,491.22,494.32,4180500
31-Jan-07,496.49,505,495.51,501.5,12206100
1-Feb-07,506,506.01,481.53,481.75,15658700
2-Feb-07,482.61,485,477.81,481.5,6286500
5-Feb-07,477.5,478,466.19,467.16,7206900
6-Feb-07,468.1,473.3,467.26,471.48,5321900
7-Feb-07,473.82,474.35,468.78,470.01,4119800
8-Feb-07,468.05,473.75,465.15,471.03,4076700
9-Feb-07,471.65,472.68,461.5,461.89,4858600
12-Feb-07,460.68,462.39,455.02,458.29,5754500
13-Feb-07,459.15,462.78,457.26,459.1,4062600
14-Feb-07,460,469.13,459.22,465.93,5698800
15-Feb-07,466,466.13,460.72,461.47,4042400
16-Feb-07,462.8,470.15,462.06,469.94,6177000
20-Feb-07,468.47,472.75,464.71,472.1,4067600
21-Feb-07,469.84,478.68,467.74,475.86,5640600
22-Feb-07,478.69,484.24,474.39,475.85,5743900
23-Feb-07,475.75,476.95,467.8,470.62,3882600
26-Feb-07,472.83,475.25,463.75,464.93,3969900
27-Feb-07,455,459.8,447.17,448.77,9312800
28-Feb-07,450.41,453.67,443.04,449.45,8032300
1-Mar-07,442.67,452.42,440,448.23,8685200
2-Mar-07,445.11,448.7,438.68,438.68,6583600
5-Mar-07,437.02,445.5,437,440.95,6355100
6-Mar-07,447.47,459,447.38,457.55,7533700
7-Mar-07,462.69,463.14,454.29,455.64,6534100
8-Mar-07,459.22,465.5,454.1,454.72,5362800
9-Mar-07,458,458.4,450.1,452.96,4977700
12-Mar-07,452.57,455.25,451.11,454.75,3465400
13-Mar-07,450.11,451.93,442.83,443.03,6377300
14-Mar-07,443.23,448.66,439,448,8016900
15-Mar-07,447.86,449.82,443.94,446.19,3944200
16-Mar-07,445.65,446.7,439.89,440.85,5659100
19-Mar-07,443.25,448.5,440.63,447.23,5197700
20-Mar-07,445.79,447.6,443.6,445.28,3421500
21-Mar-07,445.3,456.57,445.21,456.55,5798300
22-Mar-07,455.61,462.17,452.53,462.04,5680700
23-Mar-07,461.45,463.39,457.08,461.83,4111300
26-Mar-07,460.55,465,455.62,465,4710300
27-Mar-07,463.55,465.23,460.34,463.62,3741200
28-Mar-07,461.87,465.44,460.15,461.88,4591600
29-Mar-07,464.55,466,455,460.92,3988500
30-Mar-07,462.1,463.4,456.14,458.16,3380200
2-Apr-07,457.76,458.53,452.12,458.53,3448500
3-Apr-07,464.05,474.25,464,472.6,6501800
4-Apr-07,472.14,473,469.58,471.02,3778800
5-Apr-07,471.3,472.09,469.62,471.51,2715800
9-Apr-07,472.98,473,465.59,468.21,3062100
10-Apr-07,467.09,470.79,465.16,466.5,2979300
11-Apr-07,466.06,469.4,462.61,464.53,3812000
12-Apr-07,464,468,462.24,467.39,2707900
13-Apr-07,468.45,468.77,463.36,466.29,2794800
16-Apr-07,468.46,476.99,468.15,474.27,5077900
17-Apr-07,473.8,476.39,471.6,472.8,3210100
18-Apr-07,471.26,479.9,469.53,476.01,5670500
19-Apr-07,474.5,481.95,469.59,471.65,11009600
20-Apr-07,490.52,492.5,482.02,482.48,12161500
23-Apr-07,480.1,485,478.26,479.08,5674600
24-Apr-07,478.61,479.98,475.55,477.53,3694700
25-Apr-07,480,481.37,476.11,477.99,3966800
26-Apr-07,478.1,484.45,477.11,481.18,4124900
27-Apr-07,480.07,482.4,478.33,479.01,2925700
30-Apr-07,479.15,481.35,471.38,471.38,3641200
1-May-07,472.19,472.81,464.17,469,3658200
2-May-07,468.65,471.08,465.73,465.78,3062700
3-May-07,466.22,474.07,465.29,473.23,3594200
4-May-07,470.12,474.84,465.88,471.12,3950000
7-May-07,472.14,472.82,466.47,467.27,3020100
8-May-07,466.13,468.17,464.73,466.81,2905100
9-May-07,466.15,471.73,463.88,469.25,3889900
10-May-07,467.04,469.49,461.02,461.47,3686300
11-May-07,461.83,467,461,466.74,2944100
14-May-07,465.48,467.51,460,461.78,3872700
15-May-07,461.96,462.54,457.41,458,4119000
16-May-07,462,473.14,459.02,472.61,6554200
17-May-07,472.46,475.22,470.81,470.96,4660600
18-May-07,472.03,472.7,469.75,470.32,3695900
21-May-07,469.53,479.2,466.72,470.6,6159300
22-May-07,473,479.01,473,475.86,3839000
23-May-07,480.82,483.41,473.75,473.97,5060200
24-May-07,475.15,479.2,471.5,474.33,4173600
25-May-07,479.7,484.95,477.27,483.52,5348500
29-May-07,485,491.8,484,487.11,5218000
30-May-07,484.5,498.84,483,498.6,7245800
31-May-07,500.56,508.78,497.06,497.91,8924300
1-Jun-07,501,505.02,497.93,500.4,4799000
4-Jun-07,497.91,510.51,497.59,507.07,7101000
5-Jun-07,509.75,519,506.61,518.84,10447100
6-Jun-07,516.75,520.78,515.26,518.25,7886700
7-Jun-07,519.75,526.5,512.51,515.06,10630500
8-Jun-07,516.2,519.64,509.46,515.49,6358200
11-Jun-07,514.02,518.25,510,511.34,4647700
12-Jun-07,508.71,511.67,503.17,504.77,6419500
13-Jun-07,507.09,508.54,498.69,505.24,7034000
14-Jun-07,505.38,505.88,501.7,502.84,4621200
15-Jun-07,508.19,509,501.23,505.89,6174100
18-Jun-07,506.18,516,504.24,515.2,4835900
19-Jun-07,514.01,517.25,511.54,514.31,4355300
20-Jun-07,516.96,518.75,509.06,509.97,4338200
21-Jun-07,510.98,515.29,506.28,514.11,4409700
22-Jun-07,516.42,524.99,516.1,524.98,7203700
25-Jun-07,528.98,534.99,523.38,527.42,7925000
26-Jun-07,532.73,533.2,526.24,530.26,5689500
27-Jun-07,525,527.99,519.56,526.29,6123100
28-Jun-07,524.88,529.5,523.8,525.01,4168400
29-Jun-07,526.02,527.4,519.46,522.7,3880600
2-Jul-07,525.49,531.85,524.2,530.38,3487600
3-Jul-07,531.06,534.4,527.5,534.34,1871800
5-Jul-07,535.56,544.4,532.15,541.63,4942900
6-Jul-07,541.25,543.87,538.73,539.4,2747000
9-Jul-07,543,548.74,540.26,542.56,3729800
10-Jul-07,543.79,547,541.65,543.34,3856000
11-Jul-07,543.61,546.5,540.01,544.47,3309300
12-Jul-07,545.86,547.32,540.22,545.33,3441600
13-Jul-07,547.91,552.67,547.25,552.16,5237100
16-Jul-07,550.3,558.58,549.31,552.99,6599500
17-Jul-07,555.04,557.73,552.38,555,4328600
18-Jul-07,553.89,554.5,543.81,549.5,6080000
19-Jul-07,553.46,553.52,542.24,548.59,11127200
20-Jul-07,511.9,523.18,509.5,520.12,17772300
23-Jul-07,519.01,520,512.15,512.51,6356700
24-Jul-07,509.3,518.69,507.11,514,5572100
25-Jul-07,516.98,517.02,505.56,509.76,5545000
26-Jul-07,508.74,512.59,498.88,508,6883400
27-Jul-07,508.53,516.62,505.5,511.89,5509100
30-Jul-07,512.92,519.34,510.5,516.11,3963300
31-Jul-07,520.23,520.44,510,510,4270500
1-Aug-07,510.5,516.51,508.14,512.94,4421500
2-Aug-07,513.72,514.99,509,511.01,3154900
3-Aug-07,510.05,513.2,503,503,3176200
6-Aug-07,503,510.15,502.5,510,3651500
7-Aug-07,509.75,519.88,509.04,516.02,4264300
8-Aug-07,519.34,525.78,517.09,525.78,4068800
9-Aug-07,520.8,526.82,514.63,514.73,4846500
10-Aug-07,510.18,518.72,505.63,515.75,5875200
13-Aug-07,519.54,519.75,513.03,515.5,3179300
14-Aug-07,515.72,517.4,508,508.6,3633700
15-Aug-07,509,511.69,496.71,497.55,5409500
16-Aug-07,492.02,496.43,480.46,491.52,8645600
17-Aug-07,497.44,501,491.65,500.04,5479400
20-Aug-07,502.46,502.56,496,497.92,2697300
21-Aug-07,498.94,508.16,497.77,506.61,3610600
22-Aug-07,509.96,516.25,509.25,512.75,3252700
23-Aug-07,516,516.13,507,512.19,3076700
24-Aug-07,512.61,515.55,508.5,515,2472700
27-Aug-07,514.43,517.45,511.4,513.26,2325100
28-Aug-07,511.53,514.98,505.79,506.4,3273900
29-Aug-07,507.84,513.3,507.23,512.88,2549300
30-Aug-07,512.36,515.4,510.58,511.4,2651700
31-Aug-07,513.1,516.5,511.47,515.25,2977600
4-Sep-07,515.02,528,514.62,525.15,3693700
5-Sep-07,523.4,529.48,522.25,527.8,3312900
6-Sep-07,529.36,529.83,518.24,523.52,3625900
7-Sep-07,517.86,521.24,516.8,519.35,3663600
10-Sep-07,521.28,522.07,510.88,514.48,3225800
11-Sep-07,516.99,521.65,515.73,521.33,2703600
12-Sep-07,520.53,527.98,519,522.65,2986000
13-Sep-07,524.06,527.21,523.22,524.78,1891100
14-Sep-07,523.2,530.27,522.22,528.75,2764900
17-Sep-07,526.53,529.28,524.07,525.3,2197500
18-Sep-07,526.52,537.25,524.27,535.27,4215700
19-Sep-07,539.27,549.45,538.86,546.85,5526900
20-Sep-07,547,556.8,546.03,552.83,5525000
21-Sep-07,556.34,560.79,552.83,560.1,8011700
24-Sep-07,561,571.46,560,568.02,5297000
25-Sep-07,564,569.56,562.86,569,2730600
26-Sep-07,570.4,571.79,563.81,568.16,3346100
27-Sep-07,571.73,571.74,565.78,567.5,2056300
28-Sep-07,567,569.55,564.12,567.27,2639500
1-Oct-07,569.97,584.35,569.61,582.55,4711300
2-Oct-07,583.38,596.81,580.01,584.39,7067500
3-Oct-07,586.25,588.99,580.36,584.02,3879500
4-Oct-07,585.09,585.09,577.06,579.03,2986700
5-Oct-07,587.11,596,587.01,594.05,5068700
8-Oct-07,595,610.26,593.95,609.62,5028000
9-Oct-07,615.11,623.78,608.39,615.18,8767800
10-Oct-07,621.36,625.68,616.8,625.39,5385600
11-Oct-07,633.64,641.41,609,622,11799000
12-Oct-07,623.98,638.4,618.24,637.39,6823700
15-Oct-07,638.47,639.86,615.55,620.11,6943800
16-Oct-07,618.49,625.92,611.99,616,6025300
17-Oct-07,630.45,634,621.59,633.48,6030500
18-Oct-07,635.41,641.37,628.5,639.62,12289200
19-Oct-07,654.56,658.49,643.23,644.71,15789000
22-Oct-07,638.67,655,636.28,650.75,6664400
23-Oct-07,661.25,677.6,660,675.77,6793700
24-Oct-07,672.71,677.47,659.56,675.82,7404200
25-Oct-07,678.68,678.97,663.55,668.51,5795500
26-Oct-07,674.03,676.54,668.06,674.6,3353900
29-Oct-07,677.77,680,672.09,679.23,3066300
30-Oct-07,677.51,699.91,677.51,694.77,6900600
31-Oct-07,700.69,707,696.04,707,6876800
1-Nov-07,702.79,713.72,701.78,703.21,6527200
2-Nov-07,710.51,713.58,697.34,711.25,5841500
5-Nov-07,706.99,730.23,706.07,725.65,8883700
6-Nov-07,737.56,741.79,725,741.79,8436300
7-Nov-07,741.13,747.24,723.14,732.94,8252900
8-Nov-07,734.6,734.89,677.18,693.84,16512200
9-Nov-07,675.78,681.88,661.21,663.97,11388100
12-Nov-07,657.74,669.93,626.21,632.07,10227300
13-Nov-07,644.99,660.92,632.07,660.55,8426100
14-Nov-07,673.28,675.49,636.27,641.68,8094700
15-Nov-07,638.57,647.5,624,629.65,6967700
16-Nov-07,633.94,635.49,616.02,633.63,9042800
19-Nov-07,629.59,636.77,618.5,625.85,5527400
20-Nov-07,636.48,659.1,632.87,648.54,9840600
21-Nov-07,643.77,669.97,642.08,660.52,7013500
23-Nov-07,670,678.28,668.11,676.7,2738700
26-Nov-07,680.2,693.4,665,666,6790100
27-Nov-07,674.8,676.43,650.26,673.57,8904500
28-Nov-07,682.11,694.3,672.14,692.26,7916500
29-Nov-07,690.75,702.79,687.77,697,6208000
30-Nov-07,711,711.06,682.11,693,7895500
3-Dec-07,691.01,695,681.14,681.53,4325100
4-Dec-07,678.31,692,677.12,684.16,4231800
5-Dec-07,692.73,698.93,687.5,698.51,4209600
6-Dec-07,697.8,716.56,697.01,715.26,4909000
7-Dec-07,714.99,718,710.5,714.87,3852100
10-Dec-07,715.99,724.8,714,718.42,3856200
11-Dec-07,719.94,720.99,698.78,699.2,6139100
12-Dec-07,714,714.32,688.5,699.35,6159100
13-Dec-07,696.31,697.62,681.21,694.05,5040800
14-Dec-07,687.51,699.7,687.26,689.96,3673500
17-Dec-07,688,695.42,663.67,669.23,5486000
18-Dec-07,674.16,676.71,652.5,673.35,7166700
19-Dec-07,674.21,679.5,669,677.37,4421100
20-Dec-07,685.83,691,680.61,689.69,4422200
21-Dec-07,697.88,699.26,693.24,696.69,5382000
24-Dec-07,694.99,700.73,693.06,700.73,1628400
26-Dec-07,698.99,713.22,698.21,710.84,2530000
27-Dec-07,707.07,716,700.74,700.74,2942500
28-Dec-07,704.93,707.95,696.54,702.53,2562700
31-Dec-07,698.57,702.49,690.58,691.48,2376200
2-Jan-08,692.87,697.37,677.73,685.19,4306900
3-Jan-08,685.26,686.85,676.52,685.33,3252500
4-Jan-08,679.69,680.96,655,657,5359800
7-Jan-08,653.94,662.28,637.35,649.25,6403400
8-Jan-08,653,659.96,631,631.68,5339100
9-Jan-08,630.04,653.34,622.51,653.2,6739700
10-Jan-08,645.01,657.2,640.11,646.73,6334200
11-Jan-08,642.7,649.47,630.11,638.25,4977000
14-Jan-08,651.14,657.4,645.25,653.82,4447500
15-Jan-08,645.9,649.05,635.38,637.65,5568200
16-Jan-08,628.97,639.99,601.93,615.95,10560000
17-Jan-08,620.76,625.74,598.01,600.79,8216800
18-Jan-08,608.36,609.99,598.45,600.25,8539600
22-Jan-08,562.03,597.5,561.2,584.35,9501500
23-Jan-08,560.71,568,519,548.62,16965700
24-Jan-08,558.8,579.69,554.14,574.49,9400900
25-Jan-08,591.81,595,566.18,566.4,6966000
28-Jan-08,570.97,572.24,548.6,555.98,5816700
29-Jan-08,560.47,561.33,540.67,550.52,6283000
30-Jan-08,549.19,560.43,543.51,548.27,7939600
31-Jan-08,539.01,573,534.29,564.3,14871300
1-Feb-08,528.67,536.67,510,515.9,17600500
4-Feb-08,509.07,512.78,492.55,495.43,13157100
5-Feb-08,489.43,509,488.52,506.8,11203300
6-Feb-08,511.14,511.17,497.93,501.71,7636400
7-Feb-08,496.86,514.19,494.76,504.95,7928900
8-Feb-08,509.41,517.73,508.7,516.69,6828900
11-Feb-08,520.52,523.71,513.4,521.16,5826000
12-Feb-08,523.39,530.6,513.03,518.09,6662300
13-Feb-08,522.5,534.99,518.69,534.62,6624700
14-Feb-08,538.35,541.04,531,532.25,6476700
15-Feb-08,528.31,532.66,524.33,529.64,5240100
19-Feb-08,534.94,535.06,506.5,508.95,6350400
20-Feb-08,503.51,511.01,498.82,509,6662200
21-Feb-08,512.85,513.21,499.5,502.86,5677800
22-Feb-08,502.06,509,497.55,507.8,5515900
25-Feb-08,505.95,506.5,485.74,486.44,8372800
26-Feb-08,461.2,466.47,446.85,464.19,23287300
27-Feb-08,460.13,475.49,459.64,472.86,10121900
28-Feb-08,470.5,479.09,467.36,475.39,6586900
29-Feb-08,471.87,479.74,464.65,471.18,9425400
3-Mar-08,471.51,472.72,450.11,457.02,7554500
4-Mar-08,450.95,453.36,435.78,444.6,13621700
5-Mar-08,445.25,454.17,444,447.7,7436600
6-Mar-08,447.69,453.3,431.18,432.7,7470100
7-Mar-08,428.88,440,426.24,433.35,8071800
10-Mar-08,428.83,431,413.04,413.62,7987600
11-Mar-08,425.26,440.15,424.65,439.84,8826900
12-Mar-08,440.01,447.88,438.07,440.18,6651900
13-Mar-08,432.67,446.98,428.78,443.01,7726600
14-Mar-08,442.98,449.34,430.62,437.92,6574400
17-Mar-08,427.99,433.71,412.11,419.87,7888200
18-Mar-08,428.98,440.84,425.53,439.16,7237200
19-Mar-08,441.11,447.5,431.67,432,6179000
20-Mar-08,427.32,435.7,417.5,433.55,9913400
24-Mar-08,438.43,465.78,437.72,460.56,6763500
25-Mar-08,457.46,457.47,446,450.78,5831600
26-Mar-08,452.59,462.87,449.29,458.19,5225700
27-Mar-08,446,448.61,440.49,444.08,5832200
28-Mar-08,447.46,453.57,434.31,438.08,4376200
31-Mar-08,435.64,442.69,432.01,440.47,4446400
1-Apr-08,447.74,466.5,446.87,465.71,6093100
2-Apr-08,469.9,475.74,460.39,465.7,5999000
3-Apr-08,461.73,463.29,448.13,455.12,6778400
4-Apr-08,457.01,477.83,456.2,471.09,5897200
7-Apr-08,477.03,485.44,473.53,476.82,5943500
8-Apr-08,473.04,474.14,462.01,467.81,4547000
9-Apr-08,469.13,472,457.54,464.19,6048100
10-Apr-08,464.96,473.86,461.85,469.08,5072400
11-Apr-08,464.07,467.26,455.01,457.45,4169700
14-Apr-08,457.16,457.45,450.15,451.66,3842600
15-Apr-08,458.13,459.72,443.72,446.84,4577600
16-Apr-08,444.4,458.28,441,455.03,7630700
17-Apr-08,455.63,459.37,446.52,449.54,13353000
18-Apr-08,535.21,547.7,524.77,539.41,18235600
21-Apr-08,539.39,542.59,530.29,537.79,7439700
22-Apr-08,537.57,560.83,537.56,555,7938500
23-Apr-08,557.94,559.31,540.95,546.49,4921500
24-Apr-08,551.29,554.49,540.02,543.04,4135100
25-Apr-08,549.02,553,542.73,544.06,4164400
28-Apr-08,545.88,556.81,539,552.12,4008600
29-Apr-08,550.83,563.4,550.01,558.47,4346000
30-Apr-08,562.21,584.86,558.47,574.29,7903000
1-May-08,578.31,594.93,576.97,593.08,6602800
2-May-08,598.49,602.45,579.3,581.29,6998800
5-May-08,598.86,599,587.13,594.9,6281000
6-May-08,591,592,583,586.36,4629300
7-May-08,590.27,599.49,576.43,579,6613000
8-May-08,586.2,589.3,578.91,583.01,5122900
9-May-08,579,585,571.3,573.2,4484900
12-May-08,574.75,586.75,568.91,584.94,4863900
13-May-08,586.23,587.95,578.55,583,5163500
14-May-08,586.49,591.19,575.25,576.3,4375800
15-May-08,579,582.95,575.61,581,4342700
16-May-08,581.43,584.68,578.32,580.07,4274100
19-May-08,578.55,588.88,573.52,577.52,5604500
20-May-08,574.63,582.48,572.91,578.6,3313600
21-May-08,578.52,581.41,547.89,549.99,6468100
22-May-08,551.95,554.21,540.25,549.46,5076300
23-May-08,546.96,553,537.81,544.62,4431500
27-May-08,544.96,562.6,543.85,560.9,3865500
28-May-08,567.94,571.49,561.1,568.24,4050400
29-May-08,574.79,585.88,573.2,583,4845000
30-May-08,583.47,589.92,581.3,585.8,3225200
2-Jun-08,582.5,583.89,571.27,575,3674200
3-Jun-08,576.5,580.5,560.61,567.3,4305300
4-Jun-08,565.33,578,564.55,572.22,3363200
5-Jun-08,577.08,588.04,576.21,586.3,3916700
6-Jun-08,579.75,580.72,567,567,4734500
9-Jun-08,568.06,570,545.4,557.87,5288300
10-Jun-08,549.56,558.82,546.78,554.17,3657400
11-Jun-08,556.24,557.34,544.46,545.2,3812900
12-Jun-08,548.76,558,546.88,552.95,5491600
13-Jun-08,561.49,575.7,561.34,571.51,6184400
16-Jun-08,566.5,579.1,566.5,572.81,3542800
17-Jun-08,576.35,578.07,568.38,569.46,3462900
18-Jun-08,564.51,568.99,559.16,562.38,3381200
19-Jun-08,555.35,563.78,550.81,560.2,5683100
20-Jun-08,556.98,556.98,544.51,546.43,5983100
23-Jun-08,545.36,553.15,542.02,545.21,3635900
24-Jun-08,545.14,551.19,535.1,542.3,4672600
25-Jun-08,544.97,557.8,543.67,551,4122200
26-Jun-08,544.1,544.93,528.26,528.82,5659500
27-Jun-08,527.68,530,515.09,528.07,5447500
30-Jun-08,532.47,538,523.06,526.42,3765300
1-Jul-08,519.58,536.72,517,534.73,4959900
2-Jul-08,536.51,540.38,526.06,527.04,4223000
3-Jul-08,530.88,539.23,527.5,537,2400500
7-Jul-08,542.3,549,535.6,543.91,4255200
8-Jul-08,545.99,555.19,540,554.53,4932400
9-Jul-08,550.76,555.68,540.73,541.55,4154000
10-Jul-08,545,549.5,530.72,540.57,4331700
11-Jul-08,536.5,539.5,519.43,533.8,4981400
14-Jul-08,539,540.06,515.45,521.62,4424800
15-Jul-08,516.28,527.5,501.1,516.09,6071000
16-Jul-08,514.04,536.5,510.6,535.6,4742200
17-Jul-08,534.16,537.05,524.5,533.44,8787400
18-Jul-08,498.35,498.98,478.19,481.32,11292400
21-Jul-08,480.88,484.09,465.7,468.8,5901500
22-Jul-08,466.72,480.25,465.6,477.11,4691500
23-Jul-08,481.61,497.23,478.1,489.22,4894100
24-Jul-08,496.7,496.87,475.62,475.62,3540900
25-Jul-08,486.49,493.13,481.5,491.98,3183500
28-Jul-08,492.09,492.09,475.13,477.12,3160000
29-Jul-08,479.3,487.26,478,483.11,2802800
30-Jul-08,485.5,486.02,472.81,482.7,3490700
31-Jul-08,474.56,480.89,471.44,473.75,2865100
1-Aug-08,472.51,473.22,462.5,467.86,3007900
4-Aug-08,468.12,473.01,461.9,463,2487000
5-Aug-08,467.59,480.08,466.33,479.85,3584500
6-Aug-08,478.37,489.77,472.51,486.34,3375800
7-Aug-08,482,484,476.41,479.12,2773800
8-Aug-08,480.15,495.75,475.69,495.01,3739300
11-Aug-08,492.47,508.88,491.78,500.84,4239300
12-Aug-08,502,506.13,498,502.61,2755700
13-Aug-08,501.6,503.54,493.88,500.03,3625500
14-Aug-08,497.7,507.61,496.29,505.49,2918600
15-Aug-08,506.99,510.66,505.5,510.15,3545700
18-Aug-08,509.84,510,495.51,498.3,3333900
19-Aug-08,490.43,498.28,486.63,490.5,3046500
20-Aug-08,494.72,496.69,482.57,485,3982100
21-Aug-08,482.92,489.9,479.27,486.53,3514100
22-Aug-08,491.5,494.88,489.48,490.59,2294922
25-Aug-08,486.11,497,481.5,483.01,2013466
26-Aug-08,483.46,483.46,470.59,474.16,3308385
27-Aug-08,473.73,474.83,464.84,468.58,4387816
28-Aug-08,472.49,476.45,470.33,473.78,3029755
29-Aug-08,469.75,471.01,462.33,463.29,3848198
2-Sep-08,476.77,482.18,461.42,465.25,6111620
3-Sep-08,468.73,474.29,459.58,464.41,4314529
4-Sep-08,460,463.24,449.4,450.26,4885705
5-Sep-08,445.49,452.46,440.08,444.25,4535671
8-Sep-08,452.02,452.94,417.55,419.95,9018395
9-Sep-08,423.17,432.38,415,418.66,7229681
10-Sep-08,424.47,424.48,409.68,414.16,6226721
11-Sep-08,408.35,435.09,406.38,433.75,6471313
12-Sep-08,430.21,441.99,429,437.66,6027927
15-Sep-08,424,441.97,423.71,433.86,6567310
16-Sep-08,425.96,449.28,425.49,442.93,6991072
17-Sep-08,438.48,439.14,413.44,414.49,9126431
18-Sep-08,422.64,439.18,410.5,439.08,8591847
19-Sep-08,461,462.07,443.28,449.15,10008393
22-Sep-08,454.13,454.13,429,430.14,4409119
23-Sep-08,433.25,440.79,425.72,429.27,5205564
